data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2024-08-16,Le Havre,Paris SG,1,4,0,1,5,14,2,9,2,8,9,9,3,0,0,0,2425
2024-08-17,Brest,Marseille,1,5,1,3,7,7,5,5,5,0,10,8,4,1,0,0,2425
2024-08-17,Reims,Lille,0,2,0,1,2,21,0,6,0,8,6,13,2,2,1,0,2425
2024-08-17,Monaco,St Etienne,1,0,1,0,13,7,6,4,5,4,13,14,1,1,0,0,2425
2024-08-18,Auxerre,Nice,2,1,1,1,16,9,7,2,3,5,11,17,0,0,0,0,2425
2024-08-18,Angers,Lens,0,1,0,1,4,10,3,5,7,3,6,10,1,0,0,0,2425
2024-08-18,Montpellier,Strasbourg,1,1,0,0,7,11,5,4,6,4,20,18,4,3,0,0,2425
2024-08-18,Toulouse,Nantes,0,0,0,0,7,6,3,2,10,5,10,8,1,3,0,0,2425
2024-08-18,Rennes,Lyon,3,0,2,0,22,16,8,2,7,7,13,12,2,1,0,0,2425
2024-08-23,Paris SG,Montpellier,6,0,2,0,21,6,10,3,10,2,9,16,1,4,0,0,2425
2024-08-24,Lyon,Monaco,0,2,0,0,2,15,1,4,0,6,10,7,0,0,0,1,2425
2024-08-24,Lille,Angers,2,0,1,0,11,5,6,2,3,2,9,17,1,2,0,0,2425
2024-08-24,St Etienne,Le Havre,0,2,0,0,18,14,5,5,2,4,11,9,3,3,0,0,2425
2024-08-25,Strasbourg,Rennes,3,1,1,0,9,13,5,5,2,5,7,19,2,4,0,0,2425
2024-08-25,Nice,Toulouse,1,1,0,0,10,15,4,3,4,4,11,21,4,1,0,0,2425
2024-08-25,Marseille,Reims,2,2,1,0,16,12,10,3,2,4,10,13,1,1,0,0,2425
2024-08-25,Lens,Brest,2,0,2,0,22,10,11,2,5,2,8,6,0,0,1,0,2425
2024-08-25,Nantes,Auxerre,2,0,1,0,8,10,6,3,3,12,9,6,0,0,0,1,2425
2024-08-30,Lyon,Strasbourg,4,3,1,1,22,14,13,7,9,2,10,6,3,2,0,0,2425
2024-08-31,Brest,St Etienne,4,0,2,0,17,3,7,0,7,2,12,28,0,5,0,0,2425
2024-08-31,Montpellier,Nantes,1,3,1,2,11,10,5,5,8,3,11,13,2,2,0,0,2425
2024-08-31,Toulouse,Marseille,1,3,0,2,4,11,2,5,2,3,10,12,4,2,1,0,2425
2024-09-01,Lille,Paris SG,1,3,0,2,10,10,4,7,3,1,7,5,3,2,0,0,2425
2024-09-01,Le Havre,Auxerre,3,1,1,1,21,7,8,2,2,2,10,15,1,5,0,1,2425
