data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2020-09-25,Monza,Spal,0,0,0,0,14,6,7,0,7,6,17,19,1,5,0,0,2021
2020-09-26,Brescia,Ascoli,1,1,1,1,8,8,5,2,4,3,19,14,1,1,1,0,2021
2020-09-26,Cosenza,Virtus Entella,0,0,0,0,2,7,2,5,7,5,14,15,2,3,0,0,2021
2020-09-26,Frosinone,Empoli,0,2,0,1,10,8,4,3,7,1,16,16,1,1,0,0,2021
2020-09-26,Lecce,Pordenone,0,0,0,0,12,9,4,5,6,6,14,8,3,2,0,0,2021
2020-09-26,Pescara,Chievo,0,0,0,0,4,13,0,2,0,1,16,15,0,1,0,0,2021
2020-09-26,Salernitana,Reggina,1,1,0,0,12,14,4,3,4,6,24,12,4,2,0,0,2021
2020-09-26,Venezia,Vicenza,1,0,1,0,10,10,6,5,9,12,14,17,4,1,0,0,2021
2020-09-27,Cremonese,Cittadella,0,2,0,1,17,19,4,5,5,6,5,12,2,2,0,0,2021
2020-09-27,Reggiana,Pisa,2,2,1,2,7,9,3,2,7,4,16,21,3,3,0,0,2021
2020-10-03,Virtus Entella,Reggiana,0,2,0,1,21,12,4,6,6,6,16,15,2,3,0,0,2021
2020-10-03,Vicenza,Pordenone,1,1,0,0,13,9,3,3,5,4,18,18,2,5,0,0,2021
2020-10-03,Venezia,Frosinone,0,2,0,0,17,9,4,5,9,3,20,28,2,1,0,0,2021
2020-10-03,Spal,Cosenza,1,1,0,0,20,18,5,7,7,4,15,16,3,6,0,0,2021
2020-10-03,Empoli,Monza,0,0,0,0,7,15,4,6,3,7,6,15,1,1,0,0,2021
2020-10-03,Ascoli,Lecce,0,2,0,0,13,16,1,6,7,4,8,14,1,2,0,0,2021
2020-10-03,Chievo,Salernitana,1,2,1,1,13,10,2,4,3,2,14,12,3,2,1,0,2021
2020-10-03,Reggina,Pescara,3,1,3,0,13,8,5,2,2,5,14,18,2,1,0,0,2021
2020-10-04,Pisa,Cremonese,1,1,1,1,10,9,4,3,5,6,19,14,2,3,0,0,2021
2020-10-04,Cittadella,Brescia,3,0,0,0,12,8,6,3,3,3,12,15,1,0,0,0,2021
2020-10-16,Brescia,Lecce,3,0,1,0,9,15,3,6,3,5,16,12,3,1,0,0,2021
2020-10-17,Salernitana,Pisa,4,1,1,0,19,21,6,6,3,7,13,11,1,1,0,0,2021
2020-10-17,Pescara,Empoli,1,2,1,1,16,13,4,5,8,7,8,17,1,1,0,0,2021
2020-10-17,Virtus Entella,Reggina,1,1,0,0,5,11,4,5,2,4,28,15,4,3,1,0,2021
2020-10-17,Reggiana,Chievo,0,1,0,1,14,17,5,10,6,3,13,22,4,3,0,0,2021
2020-10-17,Pordenone,Spal,3,3,2,1,15,16,6,7,7,7,18,18,2,6,0,1,2021
