data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2021-08-13,Huesca,Eibar,2,0,1,0,5,11,3,5,4,3,10,16,1,1,0,0,2122
2021-08-13,Zaragoza,Ibiza,0,0,0,0,11,10,0,2,1,6,11,16,2,2,0,0,2122
2021-08-14,Sociedad B,Leganes,1,0,0,0,9,10,4,3,4,1,11,17,2,2,0,0,2122
2021-08-14,Girona,Amorebieta,2,0,0,0,10,13,3,2,4,1,18,14,3,2,0,0,2122
2021-08-14,Ponferradina,Alcorcon,1,0,0,0,6,10,2,3,3,7,13,11,2,2,0,1,2122
2021-08-15,Sp Gijon,Burgos,1,0,0,0,14,12,2,4,0,5,9,8,1,1,0,0,2122
2021-08-15,Oviedo,Lugo,2,2,2,0,10,10,6,6,2,1,13,14,4,3,0,0,2122
2021-08-15,Fuenlabrada,Tenerife,1,2,0,1,12,12,4,7,5,4,9,18,1,2,0,0,2122
2021-08-15,Las Palmas,Valladolid,1,1,0,0,12,16,3,4,2,3,22,18,2,4,1,0,2122
2021-08-16,Malaga,Mirandes,0,0,0,0,22,5,5,2,7,8,13,10,1,2,0,0,2122
2021-08-16,Cartagena,Almeria,1,3,0,2,10,20,4,9,6,3,17,16,2,2,0,0,2122
2021-08-20,Valladolid,Zaragoza,2,0,1,0,11,12,2,2,3,4,15,11,3,4,0,0,2122
2021-08-20,Almeria,Oviedo,2,1,2,1,14,4,4,1,4,3,11,16,1,3,0,0,2122
2021-08-21,Alcorcon,Fuenlabrada,0,2,0,0,16,11,5,5,3,1,13,11,0,0,0,0,2122
2021-08-21,Tenerife,Sp Gijon,0,0,0,0,14,7,5,1,5,3,12,15,1,0,0,0,2122
2021-08-21,Lugo,Sociedad B,0,0,0,0,9,12,1,1,6,5,15,10,1,1,0,0,2122
2021-08-22,Ibiza,Malaga,2,2,1,0,11,7,2,3,5,1,16,12,1,2,0,0,2122
2021-08-22,Eibar,Ponferradina,0,1,0,0,20,4,10,3,10,1,11,14,4,1,0,1,2122
2021-08-22,Girona,Las Palmas,0,0,0,0,7,4,1,0,6,1,18,15,3,6,0,0,2122
2021-08-22,Huesca,Cartagena,2,0,0,0,19,8,6,3,6,2,14,19,1,2,0,0,2122
2021-08-23,Mirandes,Amorebieta,2,0,0,0,14,15,7,5,6,2,8,16,0,2,0,0,2122
2021-08-23,Leganes,Burgos,0,0,0,0,24,5,6,1,4,0,12,9,0,1,0,1,2122
2021-08-27,Las Palmas,Huesca,2,1,2,0,10,15,5,5,1,7,13,14,2,1,0,0,2122
2021-08-27,Malaga,Alcorcon,1,0,1,0,18,11,7,3,6,2,26,14,3,4,1,0,2122
2021-08-28,Sp Gijon,Mirandes,2,1,1,0,20,5,7,3,7,2,18,14,3,2,0,0,2122
2021-08-28,Leganes,Ibiza,1,2,0,0,15,9,3,4,9,3,11,16,1,0,0,0,2122
2021-08-28,Oviedo,Tenerife,0,0,0,0,11,8,2,0,7,2,14,16,4,3,0,0,2122
2021-08-28,Ponferradina,Girona,2,1,1,0,9,11,4,7,2,6,21,10,6,4,0,0,2122
2021-08-29,Burgos,Eibar,0,1,0,0,12,11,2,4,4,5,13,10,1,0,0,0,2122
2021-08-29,Sociedad B,Fuenlabrada,0,0,0,0,14,5,2,0,7,0,10,15,2,1,0,0,2122
2021-08-29,Amorebieta,Almeria,2,1,1,1,19,6,5,3,7,1,13,12,4,1,0,1,2122
2021-08-29,Lugo,Valladolid,0,2,0,1,10,5,2,3,5,1,18,10,1,4,0,1,2122
2021-08-30,Zaragoza,Cartagena,0,1,0,0,12,6,5,2,3,0,17,15,2,3,0,0,2122
2021-09-03,Girona,Sp Gijon,1,2,0,1,20,15,6,6,9,2,9,11,1,1,0,0,2122
2021-09-04,Eibar,Leganes,1,1,1,1,13,7,3,2,2,3,13,18,2,2,0,0,2122
2021-09-04,Cartagena,Sociedad B,1,0,0,0,11,11,4,6,3,2,12,12,1,0,0,0,2122
2021-09-04,Tenerife,Ponferradina,2,0,0,0,17,12,4,4,5,2,19,10,1,1,0,0,2122
2021-09-04,Almeria,Malaga,2,0,0,0,9,16,3,6,1,5,10,14,3,3,1,0,2122
