data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2020-08-21,Bordeaux,Nantes,0,0,0,0,5,6,1,1,2,3,10,15,2,3,1,0,2021
2020-08-22,Dijon,Angers,0,1,0,1,9,12,1,4,3,9,15,8,0,0,0,0,2021
2020-08-22,Lille,Rennes,1,1,1,0,5,16,1,3,4,2,12,16,0,1,1,1,2021
2020-08-23,Monaco,Reims,2,2,1,2,22,9,5,3,8,1,8,14,1,3,0,0,2021
2020-08-23,Lorient,Strasbourg,3,1,0,1,10,7,7,1,6,1,17,10,3,2,0,0,2021
2020-08-23,Nimes,Brest,4,0,2,0,12,10,5,3,4,4,14,17,2,3,0,1,2021
2020-08-23,Nice,Lens,2,1,1,1,4,17,2,4,1,7,17,18,2,3,0,0,2021
2020-08-28,Lyon,Dijon,4,1,3,1,27,6,12,2,13,2,12,7,3,3,0,0,2021
2020-08-29,Rennes,Montpellier,2,1,1,0,16,11,7,3,2,1,18,16,3,2,1,1,2021
2020-08-29,Strasbourg,Nice,0,2,0,1,6,3,0,2,3,1,14,11,2,6,0,0,2021
2020-08-30,Brest,Marseille,2,3,1,2,19,7,4,4,10,2,17,13,2,4,0,0,2021
2020-08-30,St Etienne,Lorient,2,0,1,0,13,6,5,1,2,5,14,23,2,1,0,0,2021
2020-08-30,Nantes,Nimes,2,1,2,0,8,17,5,9,4,8,16,9,3,2,2,0,2021
2020-08-30,Angers,Bordeaux,0,2,0,2,12,7,2,7,5,7,12,19,1,3,0,0,2021
2020-08-30,Reims,Lille,0,1,0,1,4,10,0,3,1,2,20,11,4,1,0,0,2021
2020-08-30,Metz,Monaco,0,1,0,1,14,3,4,2,10,1,14,20,0,5,0,1,2021
2020-09-10,Lens,Paris SG,1,0,0,0,7,8,3,1,4,2,21,10,2,2,0,0,2021
2020-09-11,Bordeaux,Lyon,0,0,0,0,5,20,0,3,4,5,12,19,2,3,0,0,2021
2020-09-12,Montpellier,Nice,3,1,1,0,20,9,13,1,8,9,17,16,0,2,0,0,2021
2020-09-12,St Etienne,Strasbourg,2,0,0,0,10,14,4,7,6,3,13,19,1,3,0,0,2021
2020-09-13,Monaco,Nantes,2,1,1,0,18,7,5,2,9,4,14,11,3,1,0,0,2021
2020-09-13,Paris SG,Marseille,0,1,0,1,14,5,4,2,4,2,17,19,6,8,3,2,2021
2020-09-13,Nimes,Rennes,2,4,1,2,17,10,9,6,8,4,17,13,2,6,0,0,2021
2020-09-13,Dijon,Brest,0,2,0,1,7,19,3,5,5,7,16,16,2,0,1,0,2021
2020-09-13,Angers,Reims,1,0,0,0,20,7,7,2,1,2,12,12,4,2,1,1,2021
2020-09-13,Lille,Metz,1,0,0,0,16,5,6,1,8,3,12,14,4,4,0,0,2021
2020-09-13,Lorient,Lens,2,3,1,2,6,12,3,6,4,2,20,16,4,3,0,1,2021
2020-09-15,Montpellier,Lyon,2,1,1,0,10,19,3,7,4,11,13,13,3,2,1,1,2021
2020-09-16,Paris SG,Metz,1,0,0,0,20,7,8,1,8,2,8,6,3,2,1,0,2021
2020-09-17,Marseille,St Etienne,0,2,0,1,13,12,2,5,7,6,13,15,2,2,0,0,2021
2020-09-18,Lyon,Nimes,0,0,0,0,16,10,3,3,9,2,18,12,3,2,0,0,2021
2020-09-19,Lens,Bordeaux,2,1,0,0,19,7,5,3,7,0,15,15,5,5,0,1,2021
2020-09-19,Rennes,Monaco,2,1,0,1,14,14,3,2,9,10,11,11,1,2,0,0,2021
2020-09-20,Brest,Lorient,3,2,2,1,14,9,6,4,4,6,20,13,2,1,0,0,2021
2020-09-20,Marseille,Lille,1,1,0,0,11,14,2,7,5,4,12,18,3,3,0,0,2021
2020-09-20,Nantes,St Etienne,2,2,0,1,15,6,3,4,4,2,12,17,2,2,0,0,2021
2020-09-20,Strasbourg,Dijon,1,0,0,0,17,6,6,2,8,2,10,16,1,1,0,0,2021
2020-09-20,Nice,Paris SG,0,3,0,2,14,14,5,6,4,7,9,9,1,2,0,0,2021
2020-09-20,Metz,Reims,2,1,1,1,14,10,4,4,8,5,14,7,1,4,0,1,2021
2020-09-20,Montpellier,Angers,4,1,2,1,14,14,9,3,6,3,14,5,4,3,0,0,2021
2020-09-25,Lille,Nantes,2,0,1,0,12,12,4,6,4,7,16,12,0,2,0,0,2021
2020-09-26,St Etienne,Rennes,0,3,0,1,6,10,4,6,6,4,11,12,1,1,0,0,2021
2020-09-26,Marseille,Metz,1,1,0,0,17,14,3,3,5,5,15,11,0,2,0,0,2021
2020-09-27,Lorient,Lyon,1,1,0,0,4,19,2,6,1,5,19,7,2,0,0,0,2021
2020-09-27,Reims,Paris SG,0,2,0,1,8,21,3,7,3,7,11,10,2,2,0,0,2021
2020-09-27,Nimes,Lens,1,1,0,1,13,15,4,6,5,7,10,16,0,3,0,0,2021
2020-09-27,Monaco,Strasbourg,3,2,2,0,11,11,5,5,6,2,11,12,3,1,2,0,2021
2020-09-27,Dijon,Montpellier,2,2,1,0,15,14,6,5,6,13,15,11,4,1,0,0,2021
2020-09-27,Angers,Brest,3,2,1,2,12,14,5,6,6,1,17,21,3,2,0,0,2021
2020-09-27,Bordeaux,Nice,0,0,0,0,18,13,5,2,7,7,9,15,1,1,0,0,2021
2020-10-02,Paris SG,Angers,6,1,2,0,18,8,12,2,6,2,11,9,1,2,0,0,2021
2020-10-03,Lens,St Etienne,2,0,1,0,13,2,5,1,12,0,23,10,1,1,0,2,2021
2020-10-03,Nice,Nantes,2,1,1,1,18,11,7,1,9,2,13,8,2,1,0,1,2021
