data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2021-08-20,Frosinone,Parma,2,2,1,1,18,8,9,3,10,6,16,11,1,2,0,0,2122
2021-08-21,Pordenone,Perugia,0,1,0,1,11,8,3,2,3,1,14,23,1,8,0,1,2122
2021-08-21,Cittadella,Vicenza,1,0,0,0,16,6,6,2,9,2,24,23,6,4,0,0,2122
2021-08-22,Reggina,Monza,0,0,0,0,11,8,3,1,4,2,19,18,2,3,0,1,2122
2021-08-22,Ternana,Brescia,0,2,0,2,15,10,7,6,5,2,7,20,0,4,0,0,2122
2021-08-22,Ascoli,Cosenza,1,0,1,0,12,7,2,1,2,6,13,9,2,2,0,0,2122
2021-08-22,Benevento,Alessandria,4,3,2,2,14,12,5,5,5,7,12,16,3,4,0,0,2122
2021-08-22,Cremonese,Lecce,3,0,0,0,14,14,4,6,3,4,12,13,3,1,0,0,2122
2021-08-22,Crotone,Como,2,2,0,0,19,13,5,4,7,3,16,12,4,4,0,0,2122
2021-08-22,Pisa,Spal,1,0,1,0,11,13,2,5,5,4,28,11,2,4,0,0,2122
2021-08-27,Brescia,Cosenza,5,1,2,0,25,12,10,4,7,5,5,8,0,2,0,0,2122
2021-08-27,Pisa,Alessandria,2,0,0,0,16,6,6,2,3,1,23,16,2,2,0,0,2122
2021-08-28,Vicenza,Frosinone,0,2,0,0,10,21,1,5,3,13,17,16,4,2,0,0,2122
2021-08-28,Perugia,Ascoli,2,3,1,1,20,15,5,8,2,4,11,13,2,4,0,0,2122
2021-08-29,Cittadella,Crotone,4,2,1,1,15,13,11,4,2,4,9,19,1,2,0,0,2122
2021-08-29,Lecce,Como,1,1,1,1,10,7,5,3,5,1,13,11,2,2,0,0,2122
2021-08-29,Monza,Cremonese,1,0,0,0,8,16,2,1,2,6,21,13,3,2,0,0,2122
2021-08-29,Parma,Benevento,1,0,0,0,10,16,5,6,3,4,19,14,3,2,0,0,2122
2021-08-29,Reggina,Ternana,3,2,0,1,15,13,9,4,6,3,18,17,5,4,1,2,2122
2021-08-29,Spal,Pordenone,5,0,3,0,30,6,13,0,9,3,12,7,2,1,0,1,2122
2021-09-10,Benevento,Lecce,0,0,0,0,6,18,0,7,4,10,6,14,1,2,0,0,2122
2021-09-11,Ternana,Pisa,1,4,1,2,12,12,4,7,6,2,19,13,2,2,0,0,2122
2021-09-11,Crotone,Reggina,1,1,0,1,13,6,3,2,9,1,20,15,2,4,0,0,2122
2021-09-11,Spal,Monza,1,1,1,0,18,13,7,3,2,8,20,13,1,2,0,0,2122
2021-09-11,Alessandria,Brescia,1,3,0,0,8,15,4,8,5,10,9,12,4,2,0,0,2122
2021-09-11,Como,Ascoli,0,1,0,0,14,11,6,4,5,6,18,15,4,2,0,0,2122
2021-09-11,Frosinone,Perugia,0,0,0,0,13,12,4,3,7,2,12,16,3,4,0,0,2122
2021-09-12,Cosenza,Vicenza,2,1,1,0,8,11,6,4,0,3,9,21,2,3,0,0,2122
2021-09-12,Cremonese,Cittadella,2,0,1,0,4,12,2,6,2,8,8,18,3,2,1,0,2122
2021-09-12,Pordenone,Parma,0,4,0,2,15,10,2,6,7,2,11,9,3,1,0,0,2122
2021-09-17,Como,Frosinone,0,2,0,2,16,15,6,5,6,8,10,17,1,3,0,0,2122
2021-09-17,Brescia,Crotone,2,2,1,0,14,9,3,3,3,7,14,11,1,4,0,0,2122
2021-09-18,Cittadella,Pordenone,1,0,0,0,8,9,3,0,3,3,19,17,5,2,0,0,2122
2021-09-18,Vicenza,Pisa,1,3,1,1,10,13,4,7,3,7,19,13,5,2,0,0,2122
2021-09-18,Reggina,Spal,2,1,1,1,16,11,7,4,9,4,12,14,0,4,0,0,2122
2021-09-18,Monza,Ternana,1,1,1,0,12,16,3,4,6,7,12,14,1,1,0,0,2122
2021-09-18,Lecce,Alessandria,3,2,1,1,24,7,5,4,10,1,9,18,1,4,0,1,2122
2021-09-18,Ascoli,Benevento,0,2,0,2,12,8,3,3,3,3,22,19,4,6,0,0,2122
2021-09-18,Perugia,Cosenza,1,1,0,0,14,13,6,7,2,4,14,9,5,3,0,1,2122
2021-09-19,Parma,Cremonese,1,2,0,2,11,16,2,6,2,4,10,15,4,3,1,0,2122
2021-09-20,Frosinone,Brescia,2,2,2,1,18,12,9,3,5,4,13,15,5,2,0,0,2122
2021-09-21,Pisa,Monza,2,1,1,0,10,11,4,4,3,4,17,14,3,4,0,1,2122
2021-09-21,Pordenone,Reggina,1,1,1,0,10,12,1,2,5,4,15,15,3,2,1,0,2122
2021-09-21,Crotone,Lecce,0,3,0,2,18,10,3,3,10,3,13,15,1,2,0,0,2122
2021-09-21,Spal,Vicenza,3,2,1,1,20,12,6,4,11,8,16,11,2,1,0,0,2122
2021-09-21,Benevento,Cittadella,4,1,1,1,12,16,5,8,1,8,7,17,1,5,0,0,2122
2021-09-21,Alessandria,Ascoli,1,3,0,2,18,13,7,6,14,3,9,16,1,1,0,0,2122
2021-09-21,Cosenza,Como,2,0,1,0,6,12,5,3,1,7,20,14,3,5,0,0,2122
2021-09-22,Ternana,Parma,3,1,0,0,14,11,6,3,3,2,15,10,2,2,0,0,2122
2021-09-22,Cremonese,Perugia,0,3,0,2,19,8,4,4,9,1,18,13,4,4,0,1,2122
2021-09-25,Ascoli,Brescia,2,3,2,1,19,22,4,9,5,9,12,13,2,1,0,0,2122
2021-09-25,Cittadella,Lecce,1,2,1,1,13,11,4,3,2,4,13,15,3,3,0,0,2122
2021-09-25,Como,Benevento,1,1,1,1,11,11,1,3,5,4,18,9,4,1,0,1,2122
2021-09-25,Monza,Pordenone,3,1,1,1,16,12,5,4,6,4,16,16,3,2,0,0,2122
2021-09-25,Reggina,Frosinone,0,0,0,0,10,13,4,3,3,10,13,22,3,5,0,0,2122
2021-09-25,Cosenza,Crotone,1,0,0,0,9,13,6,4,1,4,8,13,1,4,0,0,2122
2021-09-26,Vicenza,Cremonese,0,1,0,1,8,11,0,3,5,1,20,13,8,3,1,0,2122
2021-09-26,Ternana,Spal,1,0,1,0,8,18,3,4,4,5,12,14,4,1,0,0,2122
