data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2022-08-12,Osasuna,Sevilla,2,1,1,1,12,10,5,3,5,2,16,9,5,3,0,0,2223
2022-08-13,Celta,Espanol,2,2,1,0,8,10,3,2,3,3,17,15,5,2,0,0,2223
2022-08-13,Valladolid,Villarreal,0,3,0,0,12,10,6,4,4,5,6,10,1,0,0,0,2223
2022-08-13,Barcelona,Vallecano,0,0,0,0,21,4,6,2,8,0,16,14,3,6,1,0,2223
2022-08-14,Cadiz,Sociedad,0,1,0,1,7,15,2,7,3,6,9,20,4,2,0,0,2223
2022-08-14,Valencia,Girona,1,0,1,0,17,5,2,1,4,4,18,14,2,3,1,0,2223
2022-08-14,Almeria,Real Madrid,1,2,1,0,10,29,6,15,2,15,11,4,3,1,0,0,2223
2022-08-15,Ath Bilbao,Mallorca,0,0,0,0,23,6,6,2,7,2,13,12,0,6,0,0,2223
2022-08-15,Getafe,Ath Madrid,0,3,0,1,10,12,0,5,3,6,14,19,2,1,0,0,2223
2022-08-15,Betis,Elche,3,0,2,0,17,4,8,2,8,4,10,18,3,6,0,1,2223
2022-08-19,Sevilla,Valladolid,1,1,0,0,18,6,2,3,12,2,20,10,3,2,1,1,2223
2022-08-19,Espanol,Vallecano,0,2,0,1,13,8,1,3,9,2,12,17,2,5,1,1,2223
2022-08-20,Osasuna,Cadiz,2,0,1,0,16,9,3,2,2,2,11,13,2,5,0,1,2223
2022-08-20,Mallorca,Betis,1,2,0,1,13,8,7,3,5,2,22,17,7,8,0,0,2223
2022-08-20,Celta,Real Madrid,1,4,1,2,15,16,2,7,2,2,12,8,2,2,0,0,2223
2022-08-21,Ath Bilbao,Valencia,1,0,1,0,12,10,2,0,6,3,11,15,5,2,0,0,2223
2022-08-21,Ath Madrid,Villarreal,0,2,0,0,13,19,5,5,5,6,8,11,2,3,1,0,2223
2022-08-21,Sociedad,Barcelona,1,4,1,1,10,15,5,7,3,6,16,9,2,1,0,0,2223
2022-08-22,Elche,Almeria,1,1,1,1,13,12,3,7,6,5,12,16,1,4,0,1,2223
2022-08-22,Girona,Getafe,3,1,1,0,12,7,6,3,5,2,16,18,3,6,0,1,2223
2022-08-26,Betis,Osasuna,1,0,1,0,7,12,1,2,2,4,9,21,0,3,1,0,2223
2022-08-26,Girona,Celta,0,1,0,0,11,11,3,6,2,4,16,13,2,1,0,0,2223
2022-08-27,Almeria,Sevilla,2,1,1,1,11,13,5,5,5,2,18,11,5,8,0,0,2223
2022-08-27,Elche,Sociedad,0,1,0,1,12,9,5,5,4,6,13,18,3,3,0,0,2223
2022-08-27,Vallecano,Mallorca,0,2,0,1,15,9,0,4,7,3,11,18,1,3,0,0,2223
2022-08-28,Getafe,Villarreal,0,0,0,0,8,11,2,6,1,4,11,19,1,5,0,0,2223
2022-08-28,Barcelona,Valladolid,4,0,2,0,24,8,9,3,14,4,9,8,0,3,0,0,2223
2022-08-28,Espanol,Real Madrid,1,3,1,1,15,19,4,6,7,7,15,12,0,0,1,0,2223
2022-08-29,Cadiz,Ath Bilbao,0,4,0,1,9,20,3,8,0,6,18,4,2,1,0,0,2223
2022-08-29,Valencia,Ath Madrid,0,1,0,0,12,13,2,7,6,2,15,17,4,3,0,0,2223
2022-09-02,Celta,Cadiz,3,0,0,0,9,7,5,0,2,2,13,23,1,2,0,0,2223
2022-09-03,Sevilla,Barcelona,0,3,0,2,9,18,4,7,4,4,15,14,2,4,0,0,2223
2022-09-03,Sociedad,Ath Madrid,1,1,0,1,12,15,5,7,7,7,18,13,5,4,0,0,2223
2022-09-03,Real Madrid,Betis,2,1,1,1,22,8,4,4,9,2,8,12,0,1,0,0,2223
2022-09-03,Mallorca,Girona,1,1,0,0,10,10,4,4,6,3,23,9,4,2,0,0,2223
2022-09-04,Osasuna,Vallecano,2,1,0,0,13,5,6,3,4,0,14,16,2,2,0,0,2223
2022-09-04,Ath Bilbao,Espanol,0,1,0,0,17,9,2,2,4,2,12,12,3,2,0,0,2223
2022-09-04,Villarreal,Elche,4,0,2,0,18,7,10,0,6,4,10,9,1,3,0,0,2223
2022-09-04,Valencia,Getafe,5,1,3,0,24,7,9,4,9,1,11,21,3,6,1,1,2223
2022-09-05,Valladolid,Almeria,1,0,0,0,14,12,6,1,2,8,11,20,1,6,0,0,2223
2022-09-09,Girona,Valladolid,2,1,1,1,14,14,5,4,3,12,11,15,0,2,0,0,2223
2022-09-10,Cadiz,Barcelona,0,4,0,0,6,16,0,8,5,6,12,13,1,2,0,0,2223
2022-09-10,Ath Madrid,Celta,4,1,1,0,10,14,4,3,4,7,11,6,2,3,0,0,2223
2022-09-10,Vallecano,Valencia,2,1,1,0,14,17,6,4,7,7,22,11,5,2,0,0,2223
2022-09-10,Espanol,Sevilla,2,3,1,3,19,11,5,7,9,3,11,14,3,5,0,1,2223
2022-09-11,Betis,Villarreal,1,0,0,0,16,14,5,3,9,8,11,14,1,1,0,0,2223
2022-09-11,Getafe,Sociedad,2,1,1,0,8,13,3,6,3,7,9,16,4,1,0,0,2223
2022-09-11,Elche,Ath Bilbao,1,4,0,4,9,16,2,8,5,5,15,9,3,0,0,0,2223
2022-09-11,Real Madrid,Mallorca,4,1,1,1,22,5,7,2,4,3,7,15,3,5,0,0,2223
2022-09-12,Almeria,Osasuna,0,1,0,1,7,15,2,4,5,10,4,9,0,2,0,0,2223
2022-09-16,Valladolid,Cadiz,0,1,0,0,18,7,6,1,8,2,12,19,1,4,0,0,2223
2022-09-17,Mallorca,Almeria,1,0,1,0,5,9,2,3,5,2,15,14,3,6,0,0,2223
2022-09-17,Barcelona,Elche,3,0,2,0,25,1,9,1,6,0,11,9,2,2,0,1,2223
2022-09-17,Valencia,Celta,3,0,1,0,14,6,7,2,5,4,18,23,3,2,0,1,2223
2022-09-17,Ath Bilbao,Vallecano,3,2,3,1,14,11,7,2,2,7,13,13,1,2,0,0,2223
2022-09-18,Ath Madrid,Real Madrid,1,2,0,2,12,6,5,3,8,1,15,16,4,2,1,0,2223
2022-09-18,Betis,Girona,2,1,1,1,9,8,3,3,2,4,9,8,0,3,0,0,2223
2022-09-18,Sociedad,Espanol,2,1,2,1,14,14,6,4,4,2,18,8,3,0,0,0,2223
2022-09-18,Osasuna,Getafe,0,2,0,1,12,10,4,4,8,1,15,15,7,3,1,1,2223
2022-09-18,Villarreal,Sevilla,1,1,0,1,17,12,7,1,6,4,15,12,1,5,0,0,2223
2022-09-30,Ath Bilbao,Almeria,4,0,2,0,17,8,4,2,11,2,17,8,1,3,0,0,2223
2022-10-01,Cadiz,Villarreal,0,0,0,0,10,14,2,6,6,5,13,8,2,3,1,0,2223
