data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2020-09-18,Bayern Munich,Schalke 04,8,0,3,0,22,5,12,1,9,2,11,12,1,2,0,0,2021
2020-09-19,Ein Frankfurt,Bielefeld,1,1,0,0,18,14,6,4,14,3,14,13,2,2,0,0,2021
2020-09-19,FC Koln,Hoffenheim,2,3,1,2,13,13,6,7,1,6,12,13,0,0,0,0,2021
2020-09-19,Stuttgart,Freiburg,2,3,0,2,22,7,7,6,7,2,12,16,2,2,0,0,2021
2020-09-19,Union Berlin,Augsburg,1,3,0,1,13,9,3,5,8,1,9,9,2,0,0,0,2021
2020-09-19,Werder Bremen,Hertha,1,4,0,2,17,13,7,6,7,4,13,17,2,0,0,0,2021
2020-09-19,Dortmund,M'gladbach,3,0,1,0,9,8,4,2,1,3,10,9,1,1,0,0,2021
2020-09-20,RB Leipzig,Mainz,3,1,2,0,23,8,10,1,7,5,5,11,1,2,0,0,2021
2020-09-20,Wolfsburg,Leverkusen,0,0,0,0,9,6,1,2,4,4,13,12,1,2,0,0,2021
2020-09-25,Hertha,Ein Frankfurt,1,3,0,2,12,10,6,3,4,3,13,16,3,4,0,0,2021
2020-09-26,Schalke 04,Werder Bremen,1,3,0,2,17,17,4,8,8,3,20,14,7,2,1,0,2021
2020-09-26,M'gladbach,Union Berlin,1,1,0,0,14,15,5,2,7,5,11,15,1,2,0,0,2021
2020-09-26,Mainz,Stuttgart,1,4,1,1,11,15,3,7,3,9,10,17,2,4,1,1,2021
2020-09-26,Augsburg,Dortmund,2,0,1,0,6,16,4,7,3,11,7,8,3,4,0,0,2021
2020-09-26,Bielefeld,FC Koln,1,0,0,0,7,12,3,2,4,7,12,15,3,3,0,0,2021
2020-09-26,Leverkusen,RB Leipzig,1,1,1,1,11,7,4,2,4,1,16,10,1,3,0,0,2021
2020-09-27,Hoffenheim,Bayern Munich,4,1,2,1,17,14,8,2,3,5,15,11,3,2,0,0,2021
2020-09-27,Freiburg,Wolfsburg,1,1,1,1,21,8,7,2,9,1,10,13,0,3,0,0,2021
2020-10-02,Union Berlin,Mainz,4,0,1,0,13,5,7,0,4,2,13,11,1,4,0,0,2021
2020-10-03,Werder Bremen,Bielefeld,1,0,1,0,7,10,2,5,2,1,12,16,2,2,0,0,2021
2020-10-03,RB Leipzig,Schalke 04,4,0,3,0,21,4,7,1,8,1,13,10,1,3,0,0,2021
2020-10-03,Stuttgart,Leverkusen,1,1,0,1,11,15,2,7,7,12,8,17,3,2,0,0,2021
2020-10-03,Dortmund,Freiburg,4,0,1,0,16,6,7,2,3,2,8,12,1,1,0,0,2021
2020-10-03,Ein Frankfurt,Hoffenheim,2,1,0,1,16,11,6,4,5,7,12,8,2,3,0,0,2021
2020-10-03,FC Koln,M'gladbach,1,3,0,2,8,17,3,11,4,10,16,12,3,3,0,0,2021
2020-10-04,Wolfsburg,Augsburg,0,0,0,0,17,9,6,1,12,2,7,13,0,1,0,0,2021
2020-10-04,Bayern Munich,Hertha,4,3,1,0,22,9,9,5,6,1,13,19,3,3,0,0,2021
2020-10-17,Augsburg,RB Leipzig,0,2,0,1,6,15,2,6,5,8,9,13,0,1,0,0,2021
2020-10-17,Freiburg,Werder Bremen,1,1,1,1,19,14,4,4,4,4,10,14,3,3,0,0,2021
2020-10-17,Hertha,Stuttgart,0,2,0,1,16,7,4,2,6,4,14,10,2,2,0,0,2021
2020-10-17,Hoffenheim,Dortmund,0,1,0,0,8,15,3,5,4,6,13,11,1,1,0,0,2021
2020-10-17,Mainz,Leverkusen,0,1,0,1,5,9,0,4,6,2,12,6,3,1,0,0,2021
2020-10-17,Bielefeld,Bayern Munich,1,4,0,3,11,16,5,10,6,10,6,6,1,0,0,1,2021
2020-10-17,M'gladbach,Wolfsburg,1,1,0,0,13,14,2,5,5,4,14,13,2,2,0,0,2021
2020-10-18,FC Koln,Ein Frankfurt,1,1,0,1,9,16,5,4,2,8,19,18,3,2,0,0,2021
2020-10-18,Schalke 04,Union Berlin,1,1,0,0,8,13,4,7,5,7,7,13,3,1,0,0,2021
2020-10-23,Stuttgart,FC Koln,1,1,1,1,9,14,4,4,3,5,11,13,2,5,0,0,2021
2020-10-24,Dortmund,Schalke 04,3,0,0,0,17,3,7,0,7,2,5,15,0,1,0,0,2021
2020-10-24,Union Berlin,Freiburg,1,1,1,1,22,8,7,4,4,2,9,14,1,4,0,0,2021
2020-10-24,Bayern Munich,Ein Frankfurt,5,0,2,0,20,9,10,2,10,2,11,12,3,0,0,0,2021
2020-10-24,Mainz,M'gladbach,2,3,2,1,15,21,7,12,3,7,18,11,5,3,0,0,2021
2020-10-24,RB Leipzig,Hertha,2,1,1,1,29,11,8,3,7,3,10,20,1,4,0,1,2021
2020-10-25,Wolfsburg,Bielefeld,2,1,2,0,14,8,4,1,4,3,12,10,2,1,0,0,2021
2020-10-25,Werder Bremen,Hoffenheim,1,1,1,1,5,15,2,6,1,4,10,20,2,2,0,0,2021
2020-10-26,Leverkusen,Augsburg,3,1,1,0,15,7,7,3,3,3,14,8,1,2,0,0,2021
2020-10-30,Schalke 04,Stuttgart,1,1,1,0,9,19,2,5,3,4,11,14,2,2,0,0,2021
