data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione
2023-08-18,Werder Bremen,Bayern Munich,0,4,0,1,6,25,1,10,0,6,16,11,2,1,0,0,2324
2023-08-19,Augsburg,M'gladbach,4,4,3,3,20,9,8,6,8,7,9,14,1,2,0,0,2324
2023-08-19,Hoffenheim,Freiburg,1,2,0,2,24,17,5,8,4,2,9,9,0,1,0,0,2324
2023-08-19,Leverkusen,RB Leipzig,3,2,2,1,11,13,7,6,4,5,13,10,1,2,0,0,2324
2023-08-19,Stuttgart,Bochum,5,0,2,0,19,4,9,1,7,0,5,12,1,1,0,0,2324
2023-08-19,Wolfsburg,Heidenheim,2,0,2,0,18,13,8,1,1,7,10,9,3,0,0,0,2324
2023-08-19,Dortmund,FC Koln,1,0,0,0,12,11,2,4,6,3,13,11,1,0,0,0,2324
2023-08-20,Union Berlin,Mainz,4,1,2,0,12,9,7,3,3,1,15,16,1,5,0,0,2324
2023-08-20,Ein Frankfurt,Darmstadt,1,0,1,0,10,11,4,2,7,3,9,14,2,3,0,0,2324
2023-08-25,RB Leipzig,Stuttgart,5,1,0,1,20,8,11,3,4,4,12,10,1,1,0,0,2324
2023-08-26,Bochum,Dortmund,1,1,1,0,17,13,6,3,5,4,21,7,2,1,0,0,2324
2023-08-26,Darmstadt,Union Berlin,1,4,1,3,18,12,6,6,3,5,15,12,2,2,0,1,2324
2023-08-26,FC Koln,Wolfsburg,1,2,0,0,14,9,2,6,6,1,6,10,1,5,0,0,2324
2023-08-26,Freiburg,Werder Bremen,1,0,0,0,23,16,6,2,5,5,9,8,2,2,0,0,2324
2023-08-26,Heidenheim,Hoffenheim,2,3,1,0,19,16,9,6,10,6,13,9,1,5,0,0,2324
2023-08-26,M'gladbach,Leverkusen,0,3,0,2,13,24,2,10,5,8,7,8,2,3,0,0,2324
2023-08-27,Mainz,Ein Frankfurt,1,1,1,0,13,8,7,2,5,4,23,12,3,4,0,1,2324
2023-08-27,Bayern Munich,Augsburg,3,1,2,0,19,11,6,2,10,4,13,8,1,2,0,0,2324
2023-09-01,Dortmund,Heidenheim,2,2,2,0,20,15,9,6,3,6,9,22,3,3,0,0,2324
2023-09-02,Augsburg,Bochum,2,2,1,1,11,22,3,9,3,5,15,13,2,2,0,0,2324
2023-09-02,Hoffenheim,Wolfsburg,3,1,1,1,11,14,5,7,3,3,12,15,2,2,0,0,2324
2023-09-02,Leverkusen,Darmstadt,5,1,1,1,24,5,13,1,4,2,8,11,3,2,0,0,2324
2023-09-02,Stuttgart,Freiburg,5,0,3,0,13,11,6,5,2,4,9,10,1,1,0,0,2324
2023-09-02,Werder Bremen,Mainz,4,0,1,0,12,12,6,3,1,7,18,14,2,2,0,0,2324
2023-09-02,M'gladbach,Bayern Munich,1,2,1,0,8,25,3,9,1,15,5,20,0,2,0,0,2324
2023-09-03,Ein Frankfurt,FC Koln,1,1,0,1,12,6,4,2,8,1,10,10,1,3,0,0,2324
2023-09-03,Union Berlin,RB Leipzig,0,3,0,0,4,15,1,8,3,7,16,9,3,1,1,0,2324
2023-09-15,Bayern Munich,Leverkusen,2,2,1,1,15,12,9,5,7,4,6,6,0,3,0,0,2324
2023-09-16,FC Koln,Hoffenheim,1,3,0,2,17,17,7,5,13,4,15,14,4,4,1,0,2324
2023-09-16,Freiburg,Dortmund,2,4,2,1,14,14,4,6,6,8,12,16,2,3,1,0,2324
2023-09-16,Mainz,Stuttgart,1,3,0,0,15,16,3,6,6,4,12,9,1,2,0,0,2324
2023-09-16,RB Leipzig,Augsburg,3,0,3,0,9,16,6,4,1,6,16,12,0,0,0,0,2324
2023-09-16,Wolfsburg,Union Berlin,2,1,2,1,8,17,3,5,3,7,6,8,1,0,0,0,2324
2023-09-16,Bochum,Ein Frankfurt,1,1,0,0,24,8,10,6,8,2,13,14,3,2,0,0,2324
2023-09-17,Heidenheim,Werder Bremen,4,2,2,0,19,11,4,4,10,1,21,9,1,1,0,0,2324
2023-09-17,Darmstadt,M'gladbach,3,3,3,0,15,21,8,10,6,6,12,8,1,1,1,0,2324
2023-09-22,Stuttgart,Darmstadt,3,1,2,1,18,3,11,0,5,4,7,12,1,6,0,0,2324
2023-09-23,Augsburg,Mainz,2,1,2,1,6,13,3,3,3,4,16,14,2,3,1,0,2324
2023-09-23,Bayern Munich,Bochum,7,0,4,0,26,4,16,1,8,1,8,10,0,1,0,0,2324
