data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione
2023-08-18,Bari,Palermo,0,0,0,0,11,16,3,2,3,5,13,15,7,4,2,0,2324
2023-08-19,Cosenza,Ascoli,3,0,1,0,22,4,6,0,7,0,11,12,1,4,0,3,2324
2023-08-19,Cremonese,Catanzaro,0,0,0,0,17,6,3,2,6,2,7,18,3,1,0,0,2324
2023-08-19,Ternana,Sampdoria,1,2,0,1,14,13,3,6,5,4,11,10,4,1,0,0,2324
2023-08-20,Sudtirol,Spezia,3,3,1,2,10,17,4,5,2,1,17,20,3,3,0,0,2324
2023-08-20,Cittadella,Reggiana,1,0,1,0,13,8,3,1,6,2,20,17,3,3,0,0,2324
2023-08-20,Parma,FeralpiSalo,2,0,1,0,15,13,4,2,7,7,11,11,1,4,0,0,2324
2023-08-20,Venezia,Como,3,0,2,0,18,12,6,3,9,3,17,9,0,0,0,0,2324
2023-08-25,Sampdoria,Pisa,0,2,0,1,12,8,2,3,5,3,16,16,1,4,0,0,2324
2023-08-26,Parma,Cittadella,2,0,1,0,10,19,3,0,2,11,16,14,1,2,0,0,2324
2023-08-26,Modena,Ascoli,1,0,0,0,13,8,3,5,9,1,12,17,1,1,0,1,2324
2023-08-26,FeralpiSalo,Sudtirol,0,2,0,1,7,9,1,4,6,1,16,12,2,3,0,0,2324
2023-08-26,Como,Reggiana,2,2,1,0,10,12,4,5,3,4,18,14,3,2,0,0,2324
2023-08-26,Venezia,Cosenza,1,1,0,1,20,4,4,1,8,2,6,9,1,1,0,0,2324
2023-08-26,Cremonese,Bari,0,1,0,1,25,7,5,1,5,4,9,10,1,3,0,0,2324
2023-08-27,Catanzaro,Ternana,2,1,1,1,15,25,5,7,4,7,16,9,1,2,0,0,2324
2023-08-29,Reggiana,Palermo,1,3,0,1,15,18,2,9,7,3,18,9,3,0,1,0,2324
2023-08-29,Ascoli,FeralpiSalo,3,0,2,0,19,5,5,4,7,3,12,14,0,3,0,0,2324
2023-08-29,Cosenza,Modena,1,2,1,1,12,10,2,5,6,4,12,10,4,2,0,0,2324
2023-08-29,Pisa,Parma,1,2,0,1,16,9,2,2,7,4,11,15,1,3,1,1,2324
2023-08-30,Sampdoria,Venezia,1,2,0,0,17,13,5,5,7,4,7,10,5,0,0,0,2324
2023-08-30,Ternana,Cremonese,0,1,0,0,10,17,4,4,8,5,10,8,2,3,0,1,2324
2023-08-30,Bari,Cittadella,1,1,1,0,14,17,4,5,1,8,12,12,1,1,0,0,2324
2023-08-30,Catanzaro,Spezia,3,0,0,0,10,8,5,2,6,5,21,14,2,3,1,0,2324
2023-09-02,Modena,Pisa,2,0,1,0,14,6,4,2,7,7,10,13,2,2,0,1,2324
2023-09-02,Palermo,FeralpiSalo,3,0,1,0,16,8,6,0,5,6,8,14,1,1,0,0,2324
2023-09-02,Parma,Reggiana,0,0,0,0,18,8,4,1,6,2,7,15,2,2,0,0,2324
2023-09-02,Sudtirol,Ascoli,3,1,0,1,7,14,4,4,0,8,11,16,2,4,0,0,2324
2023-09-03,Brescia,Cosenza,1,0,0,0,7,13,1,1,5,7,18,18,4,2,0,1,2324
2023-09-03,Cremonese,Sampdoria,1,1,1,0,19,8,11,4,3,2,12,14,2,4,0,0,2324
2023-09-03,Lecco,Catanzaro,3,4,0,1,17,20,7,8,3,6,10,7,2,1,0,0,2324
2023-09-03,Spezia,Como,0,1,0,1,9,12,1,5,6,6,19,14,5,4,0,0,2324
2023-09-03,Ternana,Bari,0,0,0,0,13,10,2,1,3,3,14,16,3,2,0,0,2324
2023-09-03,Cittadella,Venezia,0,0,0,0,8,10,4,3,5,5,13,12,3,2,0,0,2324
2023-09-15,Venezia,Spezia,1,0,0,0,9,23,3,7,3,5,17,15,2,3,0,0,2324
2023-09-16,Ascoli,Palermo,0,1,0,0,16,11,1,4,8,10,21,7,0,2,0,0,2324
2023-09-16,Cosenza,Sudtirol,2,2,1,0,12,6,5,2,5,2,10,13,4,1,0,0,2324
2023-09-16,FeralpiSalo,Modena,1,1,1,1,10,17,1,6,4,7,15,7,4,4,1,0,2324
2023-09-16,Lecco,Brescia,0,2,0,1,24,11,7,5,7,5,16,19,3,2,0,0,2324
2023-09-16,Pisa,Bari,1,1,1,0,7,10,1,3,3,5,10,17,4,2,1,0,2324
2023-09-16,Reggiana,Cremonese,2,2,2,0,7,37,5,8,0,14,10,5,0,1,0,0,2324
2023-09-17,Catanzaro,Parma,0,5,0,3,12,10,2,7,8,3,13,5,1,4,0,0,2324
2023-09-17,Como,Ternana,2,1,0,0,19,10,5,4,1,3,13,16,2,2,0,0,2324
2023-09-18,Sampdoria,Cittadella,1,2,1,0,12,11,5,6,2,4,22,13,3,3,0,0,2324
2023-09-22,Palermo,Cosenza,0,1,0,0,19,14,6,4,4,2,11,11,1,3,0,0,2324
2023-09-23,Spezia,Reggiana,1,2,0,0,15,11,3,4,7,5,13,16,3,5,0,0,2324
2023-09-23,Ternana,Sudtirol,1,1,1,0,10,10,3,3,5,7,10,17,3,1,0,0,2324
2023-09-23,Modena,Lecco,0,0,0,0,17,14,5,4,8,8,15,7,3,1,0,0,2324
2023-09-23,Brescia,Venezia,0,0,0,0,11,15,3,0,3,8,12,7,3,2,0,0,2324
2023-09-23,Cremonese,Ascoli,2,2,1,1,13,17,4,8,6,5,16,11,3,4,1,1,2324
2023-09-23,FeralpiSalo,Pisa,0,1,0,0,12,16,3,4,4,4,19,11,3,4,0,0,2324
2023-09-24,Bari,Catanzaro,2,2,1,2,12,11,4,5,2,4,13,17,1,4,0,1,2324
2023-09-24,Cittadella,Como,0,3,0,2,12,9,3,4,5,2,21,13,1,2,0,0,2324
2023-09-24,Parma,Sampdoria,1,1,0,1,12,8,7,3,9,1,11,15,3,5,0,0,2324
2023-09-26,Spezia,Brescia,0,0,0,0,12,11,5,3,7,5,8,16,1,2,0,0,2324
2023-09-26,Reggiana,Pisa,0,0,0,0,13,12,2,5,3,2,16,12,4,4,0,0,2324
2023-09-26,Venezia,Palermo,1,3,1,1,17,7,1,4,8,1,10,10,1,2,0,0,2324
2023-09-26,Lecco,FeralpiSalo,1,2,0,0,13,12,3,4,4,1,10,13,2,3,0,0,2324
2023-09-26,Cosenza,Cremonese,1,2,0,0,9,20,4,4,4,7,9,15,2,1,0,0,2324
2023-09-26,Ascoli,Ternana,2,0,1,0,13,17,5,3,2,8,20,13,2,3,0,0,2324
2023-09-26,Sudtirol,Modena,0,0,0,0,7,25,1,2,5,3,13,6,1,2,0,0,2324
2023-09-27,Catanzaro,Cittadella,1,1,1,1,14,10,8,3,5,2,12,14,0,3,0,0,2324
2023-09-27,Como,Sampdoria,1,0,0,0,8,13,4,5,2,5,17,15,2,5,0,0,2324
2023-09-27,Parma,Bari,2,1,1,0,12,14,5,4,5,3,16,12,1,3,0,0,2324
2023-09-30,Brescia,Ascoli,1,1,0,1,21,9,3,3,7,2,13,11,2,3,0,0,2324
2023-09-30,FeralpiSalo,Spezia,1,2,0,2,9,13,3,5,2,5,16,17,1,6,0,0,2324
2023-09-30,Modena,Venezia,1,3,0,0,14,9,4,4,7,3,9,5,2,2,0,0,2324
2023-09-30,Pisa,Cosenza,1,2,0,1,8,15,6,5,2,3,13,13,3,6,1,0,2324
2023-09-30,Ternana,Reggiana,3,0,2,0,13,10,7,3,3,2,13,9,6,3,0,0,2324
2023-10-01,Sampdoria,Catanzaro,1,2,1,2,17,4,6,3,11,2,12,23,1,4,0,0,2324
2023-10-01,Cremonese,Parma,1,2,0,0,15,9,3,3,2,4,12,13,1,1,0,0,2324
2023-10-01,Cittadella,Lecco,2,1,0,1,15,16,5,6,4,5,26,10,4,4,0,0,2324
2023-10-01,Bari,Como,1,1,0,0,18,9,5,6,6,4,18,16,3,4,0,1,2324
2023-10-01,Palermo,Sudtirol,2,1,0,1,24,8,6,2,13,1,15,17,5,3,0,0,2324
2023-10-06,Brescia,FeralpiSalo,1,1,0,1,19,16,4,6,2,5,13,11,2,3,0,0,2324
2023-10-07,Cittadella,Ternana,2,2,2,1,12,17,4,5,3,4,10,11,2,1,0,0,2324
2023-10-07,Ascoli,Sampdoria,1,1,1,0,14,12,4,4,6,1,20,14,2,4,0,0,2324
2023-10-07,Sudtirol,Catanzaro,0,1,0,1,9,13,3,6,4,4,11,10,1,3,0,0,2324
2023-10-07,Venezia,Parma,3,2,0,0,12,15,5,4,5,8,5,8,0,2,0,0,2324
2023-10-07,Modena,Palermo,0,2,0,0,11,11,2,4,7,2,11,11,2,3,1,0,2324
2023-10-07,Cosenza,Lecco,3,0,2,0,22,15,8,6,4,3,11,7,2,3,0,0,2324
2023-10-07,Reggiana,Bari,1,1,1,1,14,10,3,2,6,9,11,18,2,1,0,0,2324
2023-10-08,Como,Cremonese,1,3,0,2,16,10,5,3,10,6,7,12,0,3,0,1,2324
2023-10-08,Spezia,Pisa,0,0,0,0,20,10,6,3,6,3,11,12,3,2,1,0,2324
2023-10-20,Parma,Como,2,1,1,0,14,18,4,6,3,4,11,10,2,2,0,0,2324
2023-10-21,Catanzaro,FeralpiSalo,3,0,0,0,11,7,6,2,5,4,13,11,3,2,0,0,2324
2023-10-21,Bari,Modena,1,1,0,0,11,10,3,4,8,4,26,11,3,5,0,0,2324
2023-10-21,Cremonese,Sudtirol,0,1,0,0,20,9,6,4,11,8,11,8,3,2,0,0,2324
2023-10-21,Lecco,Ascoli,0,2,0,1,12,14,4,5,5,2,15,14,3,2,0,0,2324
2023-10-21,Pisa,Cittadella,2,1,1,0,13,15,6,4,6,7,14,14,3,3,0,0,2324
2023-10-21,Ternana,Brescia,0,1,0,0,9,14,0,5,4,4,7,9,3,1,1,0,2324
2023-10-22,Reggiana,Venezia,1,0,0,0,11,15,2,5,5,9,13,15,3,5,0,1,2324
2023-10-22,Sampdoria,Cosenza,2,0,0,0,17,14,5,5,4,4,15,16,3,5,0,0,2324
2023-10-23,Palermo,Spezia,2,2,0,1,16,10,7,5,4,5,14,12,3,6,0,1,2324
2023-10-24,Brescia,Modena,0,1,0,0,6,14,0,3,2,7,13,20,3,3,0,0,2324
2023-10-24,Pisa,Lecco,1,2,0,1,24,10,4,2,8,1,11,13,3,4,0,0,2324
2023-10-27,Cittadella,Cremonese,1,2,0,0,8,20,3,4,4,8,15,13,4,1,0,0,2324
2023-10-28,Como,Catanzaro,1,0,1,0,15,9,2,4,4,4,6,21,4,0,0,0,2324
2023-10-28,FeralpiSalo,Reggiana,0,3,0,2,19,9,4,9,6,3,15,14,2,1,0,0,2324
2023-10-28,Spezia,Cosenza,0,0,0,0,19,13,5,3,8,4,11,14,3,5,0,0,2324
2023-10-28,Sudtirol,Sampdoria,3,1,0,0,9,16,3,4,2,9,15,14,3,3,0,0,2324
2023-10-28,Ascoli,Parma,1,3,1,2,13,9,4,4,9,8,12,12,7,2,1,0,2324
2023-10-29,Venezia,Pisa,2,1,1,1,13,8,3,3,6,4,8,11,2,4,0,0,2324
2023-10-29,Palermo,Lecco,1,2,0,2,26,12,9,7,6,5,10,15,2,2,0,0,2324
