data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione
2023-08-19,Empoli,Verona,0,1,0,0,10,10,4,4,2,4,17,18,2,2,0,0,2324
2023-08-19,Frosinone,Napoli,1,3,1,2,4,19,1,8,4,6,14,17,3,3,0,0,2324
2023-08-19,Genoa,Fiorentina,1,4,0,3,4,9,2,5,3,4,14,13,2,3,0,0,2324
2023-08-19,Inter,Monza,2,0,1,0,22,12,3,2,8,3,8,13,1,1,0,0,2324
2023-08-20,Roma,Salernitana,2,2,1,1,13,3,3,2,9,1,12,9,0,4,0,0,2324
2023-08-20,Sassuolo,Atalanta,0,2,0,0,11,16,3,6,7,7,9,13,0,0,0,0,2324
2023-08-20,Lecce,Lazio,2,1,0,1,23,10,7,4,5,2,12,16,3,2,0,0,2324
2023-08-20,Udinese,Juventus,0,3,0,3,18,9,5,4,7,3,12,10,1,3,0,0,2324
2023-08-21,Torino,Cagliari,0,0,0,0,11,8,2,2,8,3,8,12,1,1,0,0,2324
2023-08-21,Bologna,Milan,0,2,0,2,17,10,5,6,3,6,10,4,2,2,0,0,2324
2023-08-26,Frosinone,Atalanta,2,1,2,0,13,18,5,6,3,7,10,10,1,2,0,0,2324
2023-08-26,Monza,Empoli,2,0,1,0,20,18,5,6,6,5,14,7,1,2,0,0,2324
2023-08-26,Milan,Torino,4,1,3,1,17,8,7,1,2,1,13,16,2,3,0,0,2324
2023-08-26,Verona,Roma,2,1,2,0,5,23,3,7,1,12,17,12,1,3,1,0,2324
2023-08-27,Fiorentina,Lecce,2,2,2,0,9,6,4,2,3,3,13,12,1,3,0,0,2324
2023-08-27,Juventus,Bologna,1,1,0,1,14,9,3,4,5,1,14,13,2,1,0,0,2324
2023-08-27,Lazio,Genoa,0,1,0,1,16,5,2,3,15,1,9,16,4,2,0,0,2324
2023-08-27,Napoli,Sassuolo,2,0,1,0,25,6,5,1,12,4,9,10,0,1,0,1,2324
2023-08-28,Salernitana,Udinese,1,1,0,0,9,14,4,6,7,5,12,19,4,4,0,0,2324
2023-08-28,Cagliari,Inter,0,2,0,2,12,17,2,3,4,7,9,10,1,1,0,0,2324
2023-09-01,Sassuolo,Verona,3,1,1,0,16,11,7,3,10,1,8,13,1,3,0,0,2324
2023-09-01,Roma,Milan,1,2,0,1,13,9,2,4,3,5,14,15,2,4,0,1,2324
2023-09-02,Bologna,Cagliari,2,1,0,1,16,7,7,1,5,2,9,13,1,2,0,0,2324
2023-09-02,Udinese,Frosinone,0,0,0,0,12,12,6,2,3,5,14,9,2,2,0,0,2324
2023-09-02,Atalanta,Monza,3,0,2,0,18,8,8,2,7,3,11,9,0,3,0,0,2324
2023-09-02,Napoli,Lazio,1,2,1,1,22,6,4,2,7,2,8,9,1,2,0,0,2324
2023-09-03,Inter,Fiorentina,4,0,1,0,21,6,11,2,1,1,13,12,1,1,0,0,2324
2023-09-03,Torino,Genoa,1,0,0,0,10,7,3,2,4,0,13,7,2,5,0,0,2324
2023-09-03,Empoli,Juventus,0,2,0,1,7,18,0,5,3,7,14,13,3,3,0,0,2324
2023-09-03,Lecce,Salernitana,2,0,1,0,20,11,6,4,6,5,17,15,3,3,0,0,2324
2023-09-16,Juventus,Lazio,3,1,2,0,17,16,7,5,7,9,13,13,5,1,0,0,2324
2023-09-16,Inter,Milan,5,1,2,0,14,9,7,2,5,0,16,13,2,2,0,0,2324
2023-09-16,Genoa,Napoli,2,2,1,0,8,12,3,4,3,1,14,8,3,2,0,0,2324
2023-09-17,Cagliari,Udinese,0,0,0,0,10,11,1,1,4,6,12,11,2,1,1,0,2324
2023-09-17,Frosinone,Sassuolo,4,2,1,2,16,18,6,7,5,6,10,9,4,2,0,0,2324
2023-09-17,Monza,Lecce,1,1,1,1,25,4,6,3,10,1,17,11,6,1,1,1,2324
2023-09-17,Fiorentina,Atalanta,3,2,2,1,15,11,8,4,3,4,8,14,1,2,0,0,2324
2023-09-17,Roma,Empoli,7,0,3,0,14,8,9,2,2,6,15,5,2,2,0,0,2324
2023-09-18,Salernitana,Torino,0,3,0,2,14,11,4,3,1,2,12,16,2,2,0,0,2324
2023-09-18,Verona,Bologna,0,0,0,0,9,11,1,4,3,4,18,10,4,2,0,0,2324
2023-09-22,Salernitana,Frosinone,1,1,0,1,19,9,6,3,8,6,12,12,2,2,0,0,2324
2023-09-22,Lecce,Genoa,1,0,0,0,18,8,3,1,4,3,12,10,1,3,0,1,2324
2023-09-23,Milan,Verona,1,0,1,0,9,10,4,2,2,3,13,9,4,2,0,0,2324
2023-09-23,Sassuolo,Juventus,4,2,2,1,18,15,7,2,6,3,13,8,4,2,0,0,2324
