data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2021-07-23,Standard,Genk,1,1,0,0,17,17,5,5,7,3,11,8,1,2,0,0,2122
2021-07-24,Oud-Heverlee Leuven,Waregem,1,1,1,1,13,10,4,4,0,4,12,17,5,6,0,1,2122
2021-07-24,Kortrijk,Seraing,2,0,1,0,9,9,4,4,2,1,16,15,4,2,0,0,2122
2021-07-24,Oostende,Charleroi,0,3,0,1,11,10,3,6,9,2,13,9,3,1,0,0,2122
2021-07-25,Mechelen,Antwerp,3,2,0,1,18,10,9,5,13,2,12,10,2,2,0,0,2122
2021-07-25,Club Brugge,Eupen,2,2,0,0,21,13,11,5,10,3,9,14,3,6,0,0,2122
2021-07-25,Anderlecht,St. Gilloise,1,3,1,1,9,8,2,5,4,2,11,7,3,3,0,0,2122
2021-07-25,St Truiden,Gent,2,1,1,1,6,12,2,4,1,8,12,6,2,1,0,0,2122
2021-07-27,Beerschot VA,Cercle Brugge,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2122
2021-07-30,Genk,Oostende,3,4,2,1,25,16,9,7,9,5,2,12,0,1,0,0,2122
2021-07-31,Charleroi,St Truiden,0,0,0,0,10,7,0,3,6,5,12,16,2,4,0,0,2122
2021-07-31,Cercle Brugge,Oud-Heverlee Leuven,1,1,0,1,17,10,3,1,2,3,21,8,3,1,0,0,2122
2021-07-31,Seraing,Mechelen,1,0,1,0,10,10,4,4,6,6,17,13,3,3,0,0,2122
2021-07-31,Eupen,Anderlecht,1,1,1,1,14,10,5,3,3,2,11,9,1,1,0,0,2122
2021-08-01,Gent,Beerschot VA,2,2,1,0,24,11,5,7,7,8,8,13,1,0,0,0,2122
2021-08-01,Antwerp,Kortrijk,0,1,0,0,13,13,3,5,6,5,11,9,2,5,0,0,2122
2021-08-01,St. Gilloise,Club Brugge,0,1,0,0,14,13,3,6,2,7,12,14,2,2,0,0,2122
2021-08-01,Waregem,Standard,1,2,0,0,17,16,3,5,5,6,11,19,2,4,0,0,2122
2021-08-06,Club Brugge,Cercle Brugge,1,1,1,0,12,5,3,1,7,0,11,11,2,4,0,0,2122
2021-08-07,Beerschot VA,St. Gilloise,0,3,0,1,8,15,2,6,9,3,12,12,2,3,0,0,2122
2021-08-07,Mechelen,Eupen,1,3,1,0,15,16,4,4,7,3,6,11,0,2,0,0,2122
2021-08-07,St Truiden,Waregem,1,3,0,0,11,11,1,7,8,3,12,12,1,2,0,0,2122
2021-08-07,Kortrijk,Genk,1,2,1,0,8,17,3,6,4,4,7,5,1,3,0,0,2122
2021-08-08,Oostende,Gent,1,0,0,0,7,13,3,0,6,6,10,9,3,1,0,0,2122
2021-08-08,Anderlecht,Seraing,3,0,0,0,19,4,7,1,8,2,14,13,2,2,0,1,2122
2021-08-08,Standard,Antwerp,2,5,0,2,20,12,9,6,9,1,11,16,3,5,0,0,2122
2021-08-08,Oud-Heverlee Leuven,Charleroi,1,1,0,1,21,21,4,9,7,9,6,13,1,1,0,0,2122
2021-08-13,Charleroi,Antwerp,1,1,0,1,23,10,7,7,12,1,6,6,1,2,0,0,2122
2021-08-14,St. Gilloise,Kortrijk,2,0,1,0,24,2,8,2,10,2,11,20,0,6,0,1,2122
2021-08-14,Eupen,St Truiden,2,1,1,0,8,18,5,5,5,8,18,10,4,2,0,0,2122
2021-08-14,Seraing,Oostende,2,3,1,0,10,12,3,7,3,6,7,17,4,5,0,1,2122
2021-08-14,Genk,Oud-Heverlee Leuven,4,0,1,0,21,15,8,6,7,6,11,15,1,4,0,0,2122
2021-08-15,Cercle Brugge,Anderlecht,1,2,1,2,8,17,2,6,7,7,9,11,2,0,0,0,2122
2021-08-15,Beerschot VA,Standard,0,1,0,0,14,8,4,1,3,3,16,14,2,1,0,0,2122
2021-08-15,Gent,Mechelen,2,0,1,0,20,6,8,3,13,2,10,11,2,2,0,0,2122
2021-08-15,Waregem,Club Brugge,0,4,0,1,3,20,1,11,3,7,8,10,2,4,0,1,2122
2021-08-20,Standard,Oostende,1,0,0,0,17,8,5,1,6,3,13,19,4,4,0,1,2122
2021-08-21,Seraing,Cercle Brugge,2,1,0,1,10,9,5,5,5,3,14,20,2,3,0,0,2122
2021-08-21,Oud-Heverlee Leuven,Eupen,1,4,0,2,14,21,6,8,2,6,8,12,2,3,0,0,2122
2021-08-21,St Truiden,Kortrijk,0,2,0,1,24,11,4,2,6,7,16,6,3,3,0,0,2122
2021-08-22,Waregem,Charleroi,2,2,1,1,20,17,7,4,8,6,10,9,2,1,0,0,2122
2021-08-22,Club Brugge,Beerschot VA,3,2,2,1,13,9,5,4,8,1,10,16,3,6,1,1,2122
2021-08-22,Mechelen,St. Gilloise,3,1,1,1,12,13,4,5,6,7,22,12,2,3,0,0,2122
2021-08-27,Kortrijk,Mechelen,2,2,0,2,9,13,5,4,5,7,9,20,2,3,0,0,2122
2021-08-28,St. Gilloise,Standard,4,0,2,0,16,10,4,0,2,2,10,17,1,5,0,0,2122
2021-08-28,Eupen,Seraing,1,2,0,0,15,9,2,4,7,1,8,5,3,1,0,0,2122
2021-08-28,Charleroi,Beerschot VA,5,2,1,0,24,6,10,3,3,5,15,11,2,5,0,2,2122
2021-08-28,Cercle Brugge,St Truiden,0,1,0,1,24,7,6,2,9,1,8,12,1,2,0,1,2122
2021-08-29,Gent,Club Brugge,6,1,3,0,11,7,6,3,1,6,18,12,2,2,0,0,2122
2021-08-29,Antwerp,Oud-Heverlee Leuven,2,2,2,0,14,22,6,6,7,13,8,10,4,4,0,1,2122
2021-08-29,Genk,Anderlecht,1,0,0,0,12,16,3,0,3,7,9,8,1,5,0,0,2122
2021-08-29,Oostende,Waregem,0,2,0,1,22,12,3,6,11,1,13,17,5,3,0,0,2122
2021-09-10,Club Brugge,Oostende,3,0,1,0,31,4,7,2,10,4,11,14,0,5,0,1,2122
2021-09-11,Eupen,Antwerp,0,1,0,0,17,14,4,6,7,5,8,9,2,5,0,0,2122
2021-09-11,Waregem,Cercle Brugge,2,4,1,0,4,17,2,8,2,8,13,7,1,2,1,0,2122
2021-09-12,Oud-Heverlee Leuven,Kortrijk,2,1,0,0,17,15,5,8,3,4,8,19,2,6,0,1,2122
2021-09-12,Genk,St. Gilloise,1,1,0,0,17,17,5,7,6,4,8,13,1,1,0,1,2122
2021-09-12,Anderlecht,Mechelen,7,2,1,1,15,8,9,3,5,3,9,5,1,0,0,0,2122
2021-09-12,Gent,Charleroi,2,3,1,2,23,13,10,4,13,3,7,18,2,5,0,1,2122
2021-09-12,Seraing,Standard,0,1,0,1,19,7,6,3,8,2,15,16,4,7,0,1,2122
2021-09-13,Beerschot VA,St Truiden,0,1,0,1,14,6,2,3,5,1,14,18,4,3,0,0,2122
2021-09-17,Cercle Brugge,Eupen,1,2,1,1,12,14,3,8,4,5,10,17,2,3,0,0,2122
2021-09-18,Oostende,Beerschot VA,3,1,2,0,18,12,12,4,8,5,20,11,4,2,0,0,2122
2021-09-18,Mechelen,Oud-Heverlee Leuven,2,0,2,0,8,14,4,5,2,5,21,10,5,5,0,1,2122
2021-09-18,St. Gilloise,Waregem,2,1,0,0,20,11,6,5,11,4,19,13,2,2,0,1,2122
2021-09-18,Charleroi,Club Brugge,0,1,0,0,17,13,5,4,8,8,3,10,1,2,0,0,2122
2021-09-19,St Truiden,Genk,1,2,1,0,8,8,3,2,6,2,15,10,4,1,0,0,2122
2021-09-19,Antwerp,Seraing,2,1,0,0,19,11,6,2,10,6,13,7,1,1,0,0,2122
2021-09-19,Standard,Anderlecht,0,1,0,1,7,12,1,4,6,4,17,11,3,4,2,0,2122
2021-09-19,Kortrijk,Gent,1,0,1,0,7,15,3,3,3,7,18,15,4,3,0,0,2122
2021-09-22,Antwerp,Genk,4,2,3,1,10,16,7,7,4,8,11,12,5,3,1,0,2122
2021-09-23,Anderlecht,Gent,1,1,0,1,13,11,5,2,7,3,9,14,2,2,0,0,2122
2021-09-24,Club Brugge,Oud-Heverlee Leuven,1,1,0,1,32,5,9,1,14,1,8,10,1,2,0,0,2122
2021-09-25,Standard,St Truiden,1,2,1,0,7,12,1,4,2,1,20,20,2,4,0,0,2122
