data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2024-08-15,Ath Bilbao,Getafe,1,1,1,0,7,9,4,2,5,6,15,12,4,1,0,0,2425
2024-08-15,Betis,Girona,1,1,1,0,19,13,4,2,4,4,11,7,2,0,0,0,2425
2024-08-16,Celta,Alaves,2,1,0,1,6,10,4,2,3,3,8,23,3,2,0,0,2425
2024-08-16,Las Palmas,Sevilla,2,2,1,1,13,16,5,5,6,3,12,13,0,0,0,0,2425
2024-08-17,Osasuna,Leganes,1,1,0,1,16,10,5,4,6,4,14,12,3,2,0,0,2425
2024-08-17,Valencia,Barcelona,1,2,1,1,6,18,1,8,3,8,11,13,2,3,0,0,2425
2024-08-18,Sociedad,Vallecano,1,2,0,0,11,12,5,5,10,5,14,21,2,4,0,0,2425
2024-08-18,Mallorca,Real Madrid,1,1,0,1,12,13,5,4,8,7,11,6,1,0,0,1,2425
2024-08-19,Valladolid,Espanol,1,0,1,0,12,10,3,2,3,2,15,8,2,2,0,0,2425
2024-08-19,Villarreal,Ath Madrid,2,2,2,2,8,10,3,5,2,3,6,10,1,3,0,0,2425
2024-08-23,Sevilla,Villarreal,1,2,1,1,15,6,9,5,7,2,15,7,3,5,0,0,2425
2024-08-23,Celta,Valencia,3,1,2,1,7,13,5,5,4,7,9,11,3,0,0,0,2425
2024-08-24,Osasuna,Mallorca,1,0,0,0,15,11,5,2,5,4,10,8,2,1,0,0,2425
2024-08-24,Barcelona,Ath Bilbao,2,1,1,1,13,9,5,2,5,6,11,16,4,5,0,0,2425
2024-08-24,Espanol,Sociedad,0,1,0,0,13,8,3,4,7,4,14,18,2,2,0,0,2425
2024-08-24,Getafe,Vallecano,0,0,0,0,12,3,0,1,3,2,16,18,1,2,0,0,2425
2024-08-25,Real Madrid,Valladolid,3,0,0,0,17,8,9,2,5,5,10,15,1,1,0,0,2425
2024-08-25,Leganes,Las Palmas,2,1,0,0,10,10,5,5,3,7,11,10,1,1,0,0,2425
2024-08-25,Alaves,Betis,0,0,0,0,3,13,1,3,3,8,16,13,1,4,1,0,2425
2024-08-25,Ath Madrid,Girona,3,0,1,0,11,13,6,5,1,9,11,10,1,3,0,0,2425
2024-08-26,Villarreal,Celta,4,3,1,2,22,18,9,8,7,4,8,6,4,3,0,0,2425
2024-08-27,Vallecano,Barcelona,1,2,1,0,8,22,4,5,6,6,17,11,3,1,0,0,2425
2024-08-27,Mallorca,Sevilla,0,0,0,0,12,16,4,7,5,9,15,10,0,1,0,1,2425
2024-08-28,Ath Bilbao,Valencia,1,0,1,0,13,2,4,0,5,3,14,9,1,3,0,0,2425
2024-08-28,Valladolid,Leganes,0,0,0,0,12,8,2,1,4,4,13,19,1,5,0,0,2425
2024-08-28,Ath Madrid,Espanol,0,0,0,0,24,8,7,1,9,3,6,9,0,2,0,0,2425
2024-08-28,Sociedad,Alaves,1,2,1,1,8,12,1,5,8,6,16,12,4,4,1,0,2425
2024-08-29,Girona,Osasuna,4,0,1,0,10,1,5,0,5,0,10,9,0,0,0,0,2425
2024-08-29,Las Palmas,Real Madrid,1,1,1,0,7,25,3,8,2,6,16,13,0,2,0,0,2425
2024-08-31,Valencia,Villarreal,1,1,1,1,22,9,6,3,14,3,15,11,3,5,0,1,2425
2024-08-31,Espanol,Vallecano,2,1,1,1,10,17,5,5,3,7,14,16,3,2,0,0,2425
2024-08-31,Leganes,Mallorca,0,1,0,1,4,12,2,3,1,3,11,17,1,3,0,0,2425
2024-08-31,Barcelona,Valladolid,7,0,3,0,23,5,10,2,10,1,6,12,0,3,0,0,2425
2024-08-31,Ath Bilbao,Ath Madrid,0,1,0,0,8,9,1,2,2,2,13,9,3,1,0,0,2425
2024-09-01,Alaves,Las Palmas,2,0,1,0,15,12,5,7,6,5,13,9,3,0,0,0,2425
2024-09-01,Osasuna,Celta,3,2,2,1,10,12,4,3,6,3,19,10,2,0,0,1,2425
