data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione
2024-08-02,FC Koln,Hamburg,1,2,0,2,26,9,4,6,6,3,18,7,2,2,0,0,2425
2024-08-03,Hannover,Regensburg,2,0,2,0,16,10,5,3,5,3,12,17,1,0,0,0,2425
2024-08-03,Hertha,Paderborn,1,2,0,1,10,11,3,5,1,8,16,7,2,1,0,0,2425
2024-08-03,Karlsruhe,Nurnberg,3,2,1,2,15,14,5,5,7,3,15,12,2,4,0,0,2425
2024-08-03,Magdeburg,Elversberg,0,0,0,0,21,9,6,3,11,1,11,8,3,2,0,0,2425
2024-08-03,Schalke 04,Braunschweig,5,1,2,1,14,10,8,5,3,3,13,11,2,2,0,0,2425
2024-08-04,Darmstadt,Fortuna Dusseldorf,0,2,0,0,11,11,6,4,7,6,16,7,2,2,1,0,2425
2024-08-04,Greuther Furth,Preußen Münster,3,1,1,1,22,15,9,5,6,5,9,11,1,2,0,0,2425
2024-08-04,Ulm,Kaiserslautern,1,2,0,0,12,13,3,4,6,7,12,16,2,3,0,0,2425
2024-08-09,Kaiserslautern,Greuther Furth,2,2,1,2,13,15,7,8,8,5,10,14,3,1,0,0,2425
2024-08-09,Regensburg,Ulm,1,0,1,0,8,11,1,5,5,4,22,16,3,2,0,0,2425
2024-08-10,Elversberg,FC Koln,2,2,0,1,10,23,3,9,4,13,13,13,3,2,0,0,2425
2024-08-10,Fortuna Dusseldorf,Karlsruhe,0,0,0,0,20,9,6,2,7,4,6,6,2,1,0,0,2425
2024-08-10,Nurnberg,Schalke 04,3,1,0,1,8,17,5,5,1,7,11,12,3,4,1,1,2425
2024-08-10,Hamburg,Hertha,1,1,1,0,13,13,3,4,9,11,9,8,2,2,0,0,2425
2024-08-11,Paderborn,Darmstadt,3,1,0,1,18,15,5,7,7,6,8,11,1,1,0,0,2425
2024-08-11,Preußen Münster,Hannover,0,0,0,0,11,9,4,1,7,6,13,11,3,1,0,0,2425
2024-08-11,Braunschweig,Magdeburg,1,3,0,1,20,11,8,6,10,2,9,15,0,1,0,0,2425
2024-08-23,Hannover,Hamburg,1,0,0,0,9,8,3,1,1,3,20,18,4,4,0,1,2425
2024-08-23,Karlsruhe,Elversberg,3,2,1,1,11,11,8,3,7,3,8,6,2,0,0,0,2425
2024-08-24,Greuther Furth,Paderborn,1,1,0,0,14,13,3,4,7,5,12,16,2,4,0,0,2425
2024-08-24,Hertha,Regensburg,2,0,0,0,11,13,2,2,8,2,12,9,4,2,0,1,2425
2024-08-24,Preußen Münster,Kaiserslautern,0,1,0,0,14,8,7,5,4,2,15,18,4,4,0,0,2425
2024-08-24,FC Koln,Braunschweig,5,0,2,0,22,6,13,3,8,2,14,7,2,1,0,0,2425
2024-08-25,Ulm,Fortuna Dusseldorf,1,2,1,0,21,12,8,5,6,5,10,13,2,5,0,0,2425
2024-08-25,Darmstadt,Nurnberg,1,1,1,0,19,5,7,4,13,2,13,11,2,3,0,0,2425
2024-08-25,Magdeburg,Schalke 04,2,2,2,1,14,13,8,7,9,4,9,12,4,2,0,0,2425
2024-08-30,Fortuna Dusseldorf,Hannover,1,0,0,0,23,14,5,2,8,2,12,11,3,5,0,0,2425
2024-08-30,Regensburg,Greuther Furth,0,4,0,1,17,21,7,9,7,4,14,8,3,2,0,0,2425
2024-08-31,Elversberg,Darmstadt,4,0,2,0,17,13,4,5,8,11,10,17,2,3,0,0,2425
2024-08-31,Hamburg,Preußen Münster,4,1,3,0,10,15,7,7,7,10,13,8,0,0,0,0,2425
2024-08-31,Nurnberg,Magdeburg,0,4,0,1,7,14,3,7,3,9,7,12,0,1,0,0,2425
2024-08-31,Kaiserslautern,Hertha,3,4,2,1,24,17,9,8,11,7,6,10,1,1,0,0,2425
2024-09-01,Paderborn,Ulm,0,0,0,0,18,11,1,3,4,4,13,12,3,3,0,0,2425
2024-09-01,Braunschweig,Karlsruhe,1,2,1,0,7,11,1,3,1,6,9,10,2,1,0,0,2425
2024-09-01,Schalke 04,FC Koln,1,3,0,2,15,11,7,6,6,3,6,17,2,4,0,0,2425
2024-09-13,Preußen Münster,Paderborn,3,3,1,1,11,20,4,9,7,6,6,10,2,3,0,0,2425
