data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione
2023-08-11,Amorebieta,Levante,1,1,0,1,11,7,3,2,8,2,20,18,0,3,0,0,2324
2023-08-11,Valladolid,Sp Gijon,2,0,1,0,17,11,5,4,8,2,12,15,5,5,0,0,2324
2023-08-12,Santander,Eibar,4,0,3,0,11,14,8,3,4,6,10,14,2,3,0,0,2324
2023-08-12,Zaragoza,Villarreal B,2,0,0,0,16,11,7,2,4,0,9,8,2,4,0,0,2324
2023-08-12,Elche,Ferrol,0,1,0,0,14,10,1,2,4,4,13,15,0,2,0,0,2324
2023-08-13,Burgos,Huesca,1,1,1,1,19,4,5,2,6,5,5,14,2,4,0,0,2324
2023-08-13,Albacete,Espanol,1,1,0,1,17,8,6,3,7,4,14,19,3,3,0,0,2324
2023-08-13,Cartagena,Eldense,0,1,0,1,12,8,2,2,6,6,9,18,1,1,0,0,2324
2023-08-13,Leganes,Andorra,0,1,0,1,12,13,4,3,2,2,25,12,5,1,0,0,2324
2023-08-14,Mirandes,Alcorcon,4,0,2,0,17,18,6,6,2,5,14,6,1,1,0,0,2324
2023-08-14,Tenerife,Oviedo,1,0,1,0,10,7,3,0,6,4,17,7,6,0,0,0,2324
2023-08-18,Andorra,Cartagena,3,2,0,0,17,5,5,3,6,0,14,11,2,4,0,0,2324
2023-08-18,Zaragoza,Valladolid,1,0,1,0,12,11,5,5,5,0,10,14,3,2,0,0,2324
2023-08-19,Alcorcon,Leganes,0,2,0,0,15,7,2,4,8,5,12,16,3,4,0,0,2324
2023-08-19,Levante,Burgos,3,2,2,1,18,16,11,8,4,4,19,7,4,3,0,0,2324
2023-08-19,Espanol,Santander,2,0,1,0,20,12,6,2,6,7,23,17,1,2,0,0,2324
2023-08-19,Eibar,Elche,2,1,1,0,11,13,5,3,6,4,13,8,1,2,0,0,2324
2023-08-20,Oviedo,Ferrol,1,1,0,1,16,5,3,1,6,3,8,12,2,1,0,1,2324
2023-08-20,Sp Gijon,Mirandes,3,0,3,0,12,22,7,11,7,11,11,12,2,2,0,0,2324
2023-08-20,Albacete,Amorebieta,2,2,1,2,18,13,8,3,4,7,11,8,3,0,0,0,2324
2023-08-21,Villarreal B,Eldense,3,1,2,1,13,11,6,3,2,5,17,17,2,1,0,0,2324
2023-08-21,Huesca,Tenerife,0,2,0,1,12,11,4,5,4,2,7,18,0,4,0,0,2324
2023-08-25,Cartagena,Levante,0,1,0,1,9,13,3,5,2,12,14,15,4,6,0,0,2324
2023-08-26,Burgos,Oviedo,1,0,1,0,16,9,5,3,4,3,13,16,4,4,0,1,2324
2023-08-26,Tenerife,Zaragoza,0,1,0,0,14,7,2,4,11,3,19,10,3,3,1,0,2324
2023-08-26,Elche,Villarreal B,1,0,1,0,19,12,8,3,4,4,14,8,2,0,0,0,2324
2023-08-26,Valladolid,Alcorcon,0,2,0,1,28,12,2,5,10,3,10,20,1,4,0,0,2324
2023-08-27,Leganes,Albacete,2,0,1,0,11,12,2,3,2,5,9,15,3,2,0,0,2324
2023-08-27,Mirandes,Espanol,0,1,0,0,5,17,1,4,4,7,12,13,4,2,0,0,2324
2023-08-27,Ferrol,Sp Gijon,2,0,0,0,13,6,3,1,4,4,12,16,0,2,0,0,2324
2023-08-27,Amorebieta,Andorra,3,0,1,0,9,15,4,5,3,7,14,8,2,1,0,0,2324
2023-08-28,Eldense,Eibar,2,1,2,0,7,12,4,2,6,4,8,11,1,4,0,0,2324
2023-08-28,Santander,Huesca,0,0,0,0,10,14,0,0,12,6,16,16,5,5,0,0,2324
2023-09-01,Alcorcon,Ferrol,1,1,0,0,12,7,3,2,3,1,11,9,3,1,0,0,2324
2023-09-01,Albacete,Valladolid,2,0,1,0,9,7,3,1,5,4,19,12,1,5,0,0,2324
2023-09-02,Sp Gijon,Burgos,2,1,1,0,17,5,2,2,10,2,12,15,1,1,0,0,2324
2023-09-02,Levante,Oviedo,1,1,0,0,17,11,4,2,4,2,18,11,3,3,0,1,2324
2023-09-02,Elche,Santander,1,1,1,0,22,12,6,6,8,1,11,16,0,3,1,0,2324
2023-09-02,Villarreal B,Cartagena,1,2,1,0,17,12,6,5,3,7,9,14,2,3,0,0,2324
2023-09-03,Zaragoza,Eldense,2,0,1,0,13,8,1,3,1,3,6,13,2,1,0,0,2324
2023-09-03,Huesca,Mirandes,1,1,0,0,15,13,3,3,9,5,15,10,5,5,1,0,2324
2023-09-03,Eibar,Leganes,0,1,0,1,20,2,2,1,8,1,11,14,2,3,0,0,2324
2023-09-03,Andorra,Tenerife,0,1,0,0,16,10,2,4,8,4,7,18,0,3,0,0,2324
2023-09-03,Espanol,Amorebieta,3,2,0,2,21,7,7,4,4,3,6,15,3,1,0,0,2324
2023-09-08,Levante,Espanol,1,4,1,2,15,17,3,10,5,3,13,13,0,0,1,0,2324
2023-09-09,Burgos,Eibar,1,0,0,0,6,14,3,2,5,10,10,13,2,4,0,1,2324
2023-09-09,Oviedo,Sp Gijon,0,0,0,0,6,7,0,1,7,1,12,17,2,3,0,0,2324
