data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2020-09-12,Ponferradina,Castellon,1,2,1,1,10,9,2,3,3,5,10,12,0,0,0,0,2021
2020-09-12,Leganes,Las Palmas,1,0,0,0,12,9,6,1,2,2,15,16,2,4,0,1,2021
2020-09-12,Sp Gijon,Logrones,1,0,0,0,15,3,5,1,7,2,14,10,1,1,0,0,2021
2020-09-12,Espanol,Albacete,3,0,2,0,19,7,6,1,8,5,12,14,0,2,0,0,2021
2020-09-13,Oviedo,Cartagena,0,0,0,0,16,7,6,0,7,3,23,15,2,4,0,0,2021
2020-09-13,Mallorca,Vallecano,0,1,0,0,7,11,4,5,6,4,17,20,1,4,0,0,2021
2020-09-13,Fuenlabrada,Lugo,2,0,0,0,8,4,4,1,3,0,11,18,1,3,0,0,2021
2020-09-13,Mirandes,Alcorcon,0,0,0,0,8,6,4,3,5,3,18,9,3,1,0,0,2021
2020-09-13,Tenerife,Malaga,2,0,1,0,10,6,3,2,1,2,26,16,2,3,0,0,2021
2020-09-19,Castellon,Malaga,0,1,0,1,8,7,1,2,3,3,15,18,3,7,0,0,2021
2020-09-19,Vallecano,Sabadell,2,1,0,1,13,7,4,2,6,1,16,17,1,3,0,0,2021
2020-09-19,Mirandes,Oviedo,1,1,0,0,13,6,5,2,4,2,17,17,3,3,0,0,2021
2020-09-19,Alcorcon,Tenerife,2,0,0,0,9,10,4,3,3,4,13,18,0,3,0,0,2021
2020-09-20,Lugo,Leganes,2,1,0,1,10,13,4,3,6,4,14,10,3,2,0,0,2021
2020-09-20,Espanol,Mallorca,0,0,0,0,9,7,3,3,3,2,18,17,3,2,1,0,2021
2020-09-20,Albacete,Ponferradina,0,2,0,1,8,14,0,4,3,3,13,16,4,2,1,0,2021
2020-09-20,Cartagena,Sp Gijon,0,1,0,0,10,10,3,3,4,5,15,15,3,1,1,0,2021
2020-09-20,Las Palmas,Fuenlabrada,3,3,1,0,12,15,7,5,2,5,26,15,6,3,0,0,2021
2020-09-26,Zaragoza,Las Palmas,2,2,1,1,7,10,1,5,6,2,17,19,6,3,1,1,2021
2020-09-26,Logrones,Castellon,1,1,0,0,17,5,4,1,12,2,13,14,0,3,0,1,2021
2020-09-26,Malaga,Alcorcon,1,0,1,0,8,5,1,2,3,0,15,19,1,2,0,1,2021
2020-09-26,Sp Gijon,Girona,2,0,0,0,10,23,3,9,5,11,8,8,2,2,1,1,2021
2020-09-26,Fuenlabrada,Albacete,1,0,0,0,13,4,6,1,5,4,21,16,2,3,0,0,2021
2020-09-27,Tenerife,Mirandes,1,2,1,1,10,9,5,2,2,8,15,7,2,2,2,0,2021
2020-09-27,Ponferradina,Vallecano,3,0,3,0,7,10,4,3,2,8,23,14,1,3,0,0,2021
2020-09-27,Leganes,Cartagena,3,1,3,0,14,11,5,5,2,4,13,9,4,2,0,0,2021
2020-09-27,Mallorca,Sabadell,1,0,0,0,16,12,5,2,6,2,11,18,1,4,0,1,2021
2020-09-27,Lugo,Almeria,0,2,0,2,7,10,0,4,6,2,19,17,0,4,0,1,2021
2020-09-27,Oviedo,Espanol,0,2,0,0,7,5,2,2,7,4,17,12,2,0,0,0,2021
2020-10-03,Alcorcon,Zaragoza,0,0,0,0,7,12,0,1,7,7,5,10,1,1,0,1,2021
2020-10-03,Mirandes,Ponferradina,0,1,0,0,6,10,1,4,3,5,21,9,3,2,0,0,2021
2020-10-03,Albacete,Oviedo,1,1,0,1,11,5,4,3,7,2,17,22,5,5,0,2,2021
2020-10-03,Mallorca,Tenerife,2,0,1,0,8,18,2,6,3,4,12,10,1,2,0,0,2021
2020-10-03,Las Palmas,Logrones,2,1,0,0,10,7,3,3,7,4,21,19,4,1,0,0,2021
2020-10-03,Vallecano,Malaga,4,0,2,0,13,7,7,2,8,2,17,16,1,1,0,0,2021
2020-10-04,Girona,Fuenlabrada,0,1,0,1,6,9,0,2,6,3,14,15,4,4,0,1,2021
2020-10-04,Sabadell,Espanol,0,1,0,0,7,15,2,7,7,5,11,12,1,2,0,0,2021
2020-10-04,Almeria,Sp Gijon,0,1,0,0,11,4,3,3,9,2,12,16,0,6,0,0,2021
2020-10-04,Castellon,Leganes,2,0,1,0,8,15,3,6,5,10,17,9,2,1,0,0,2021
2020-10-04,Cartagena,Lugo,2,1,1,0,11,11,6,5,3,8,18,12,3,5,0,0,2021
2020-10-10,Tenerife,Vallecano,1,0,0,0,4,12,2,2,1,8,24,14,1,2,0,0,2021
2020-10-10,Logrones,Almeria,1,0,0,0,6,4,2,0,7,4,19,18,0,3,0,0,2021
2020-10-10,Espanol,Alcorcon,1,0,0,0,13,8,5,3,6,2,9,13,0,2,0,0,2021
2020-10-10,Sabadell,Mirandes,0,2,0,0,6,9,1,5,6,7,14,13,2,0,0,0,2021
2020-10-11,Fuenlabrada,Castellon,1,1,1,0,12,12,5,2,5,9,21,6,3,2,0,1,2021
2020-10-11,Lugo,Mallorca,0,1,0,0,3,9,2,3,2,3,15,21,6,4,2,0,2021
2020-10-11,Leganes,Girona,0,1,0,1,15,9,2,4,8,3,18,27,5,5,0,0,2021
2020-10-11,Malaga,Las Palmas,0,0,0,0,12,11,1,2,5,0,12,20,3,2,0,1,2021
2020-10-11,Zaragoza,Albacete,1,0,0,0,12,7,3,3,8,8,14,13,3,2,0,0,2021
2020-10-11,Ponferradina,Cartagena,0,2,0,0,8,11,2,4,3,7,14,16,3,4,0,0,2021
