data,squadra_casa,squadra_trasferta,gol_casa,gol_trasferta,gol_casa_1T,gol_trasferta_1T,tiri_casa,tiri_trasferta,tiri_porta_casa,tiri_porta_trasferta,corner_casa,corner_trasferta,falli_casa,falli_trasferta,gialli_casa,gialli_trasferta,rossi_casa,rossi_trasferta,stagione_calc
2021-08-13,M'gladbach,Bayern Munich,1,1,1,1,11,20,5,10,3,8,7,4,2,0,0,0,2122
2021-08-14,Augsburg,Hoffenheim,0,4,0,1,7,15,0,8,6,5,8,9,1,2,0,0,2122
2021-08-14,Bielefeld,Freiburg,0,0,0,0,10,14,4,6,4,9,13,10,3,4,0,0,2122
2021-08-14,Stuttgart,Greuther Furth,5,1,2,0,30,8,15,4,9,2,11,8,0,1,0,0,2122
2021-08-14,Union Berlin,Leverkusen,1,1,1,1,8,16,5,4,1,6,13,5,0,1,0,0,2122
2021-08-14,Wolfsburg,Bochum,1,0,1,0,21,7,9,1,5,2,9,7,0,2,0,1,2122
2021-08-14,Dortmund,Ein Frankfurt,5,2,3,1,12,12,7,3,7,3,5,14,0,0,0,0,2122
2021-08-15,Mainz,RB Leipzig,1,0,1,0,7,15,2,2,5,11,10,8,1,2,0,0,2122
2021-08-15,FC Koln,Hertha,3,1,1,1,15,11,5,5,4,5,18,14,4,2,0,0,2122
2021-08-20,RB Leipzig,Stuttgart,4,0,1,0,26,11,11,5,6,2,10,11,0,3,0,0,2122
2021-08-21,Leverkusen,M'gladbach,4,0,2,0,13,11,6,6,7,3,9,11,4,2,0,0,2122
2021-08-21,Hertha,Wolfsburg,1,2,0,0,12,12,4,3,4,4,12,21,1,2,0,0,2122
2021-08-21,Greuther Furth,Bielefeld,1,1,0,1,20,9,5,2,5,0,12,15,4,2,0,1,2122
2021-08-21,Bochum,Mainz,2,0,1,0,9,16,5,3,2,7,15,19,4,3,0,0,2122
2021-08-21,Ein Frankfurt,Augsburg,0,0,0,0,20,4,5,0,6,1,8,10,3,3,0,0,2122
2021-08-21,Freiburg,Dortmund,2,1,1,0,8,19,4,2,0,10,14,14,1,4,0,0,2122
2021-08-22,Hoffenheim,Union Berlin,2,2,2,1,7,11,3,8,6,5,8,11,1,3,0,1,2122
2021-08-22,Bayern Munich,FC Koln,3,2,0,0,18,10,6,3,3,4,14,10,1,1,0,0,2122
2021-08-27,Dortmund,Hoffenheim,3,2,0,0,23,9,13,5,4,7,9,12,2,3,0,0,2122
2021-08-28,Stuttgart,Freiburg,2,3,2,3,17,14,7,7,8,5,10,14,2,1,0,0,2122
2021-08-28,Bayern Munich,Hertha,5,0,2,0,17,8,6,3,8,3,4,5,0,0,0,0,2122
2021-08-28,Mainz,Greuther Furth,3,0,2,0,17,8,9,1,7,4,21,14,2,2,0,0,2122
2021-08-28,Augsburg,Leverkusen,1,4,1,2,13,13,4,5,4,4,12,10,0,1,0,0,2122
2021-08-28,Bielefeld,Ein Frankfurt,1,1,0,1,14,12,5,3,4,4,13,17,0,3,0,0,2122
